premise,choice1,choice2,question,label,idx,changed
Il cestino dell'immondizia era pieno.,Lo buttai nel cassonetto.,Lo scaricai giù per il lavandino.,effect,0,482,False
Passai l'aspirapolvere sul tappeto.,Il mio compagno di camera aveva rovesciato un cocktail.,Il mio cane aveva perso dei peli.,cause,1,483,False
L'uomo andò su tutte le furie.,Spense il computer.,Lanciò una sedia attraverso la stanza.,effect,1,484,False
La ragazza lanciò un ramoscello nel falò.,Il ramoscello bruciò.,Il fuoco si estinse.,effect,0,485,False
L'uomo uscì dalla doccia.,Era finita l'acqua calda.,Non trovava un asciugamano.,cause,0,486,False
I genitori volevano che i loro figli andassero all'università.,Misero da parte un fondo di risparmi per la retta.,Incoraggiarono i figli a giocare all'aperto.,effect,0,487,False
L'uomo si slacciò le scarpe.,Le scarpe si allentarono.,Le scarpe si usurarono.,effect,0,488,False
L'uomo mangiò metà del primo.,Refrigerò gli avanzi.,Memorizzò la ricetta.,effect,0,489,False
La mia caviglia era gonfia.,Ci misi sopra del ghiaccio.,Ci strofinai sopra della lozione.,effect,0,490,False
La porta del mio ufficio era aperta.,Parlai al collega alla mia scrivania.,Sentii per caso la conversazione nella sala.,effect,1,491,False
Dovevo aspettare in fila.,Mi misi a sedere.,Sfogliai una rivista.,effect,1,492,False
L'uomo schiacciò la mosca.,La mosca ronzò via.,La mosca rimase immobile.,effect,0,493,True
L'uomo scrisse un testamento.,Stava morendo.,Era vedovo.,cause,0,494,False
Il corridore avvertì che il rivale lo stava raggiungendo.,Abbandonò la gara.,Accelerò il ritmo.,effect,1,495,False
Riflettei sul problema con cura.,Chiesi consiglio.,Intuii una soluzione.,effect,1,496,False
Il viaggiatore camminò sul ponte sospeso traballante.,Si sentiva terrorizzato.,Si sentiva estatico.,effect,0,497,False
L'uomo aveva previsto la vittoria della squadra.,Si incontrò con i suoi amici per guardare la partita.,Fece una scommessa con i suoi amici.,effect,1,498,False
Il ragazzo non riusciva ad addormentarsi.,Puntò la sveglia.,Contò le pecore.,effect,1,499,False
